TimeLabel,MEAS1_PPG1,MEAS1_PPG2,MEAS1_PPG3,MEAS1_PPG4,ACCX,ACCY,ACCZ,HR_timestamp,HR_value,radar_timestamp,phase_rx0,phase_rx1,phase_rx2,timestep,n_process,original_rate,calculated_rate
2025-07-23 17:07:01,5841.0,694.0,5858.0,1046.0,-92.0,1856.0,3523.0,2025-07-23 17:07:20,79.0,2025/07/23 05:07:01 PM,-0.285453424180965,-2.73458859713203,-0.47411006326682,2025/07/23 05:07:01 PM,3.1171184445158673,6.25,18.09136137494346
,5842.0,693.0,5859.0,1049.0,-82.0,1868.0,3515.0,2025-07-23 17:07:21,80.0,,-0.285261402934798,-2.73470818925367,-0.473295742238921,2025/07/23 05:07:11 PM,3.163586806972428,16.74808120727539,20.050956303224908
,5843.0,696.0,5858.0,1046.0,-71.0,1872.0,3511.0,2025-07-23 17:07:22,80.0,,-0.285413234755359,-2.73468874201081,-0.473776723928557,2025/07/23 05:07:21 PM,3.153856670273588,19.39655303955078,21.377274133228358
,5839.0,692.0,5857.0,1044.0,-73.0,1879.0,3515.0,2025-07-23 17:07:23,80.0,,-0.285399563181718,-2.73470751584314,-0.473612626688463,2025/07/23 05:07:31 PM,3.0866026596825162,19.9115047454834,21.21682020636232
,5837.0,694.0,5854.0,1042.0,-87.0,1860.0,3508.0,2025-07-23 17:07:24,81.0,,-0.285355945554164,-2.73450980147294,-0.474561090992692,2025/07/23 05:07:41 PM,2.962515977128487,21.310182571411133,20.5402711323764
,5836.0,692.0,5848.0,1039.0,-92.0,1860.0,3513.0,2025-07-23 17:07:25,82.0,,-0.285318874619966,-2.73456255912922,-0.474152439400093,2025/07/23 05:07:51 PM,2.7844735834222756,21.037868499755856,22.249596808420332
,5833.0,693.0,5845.0,1039.0,-91.0,1859.0,3532.0,2025-07-23 17:07:26,82.0,,-0.28533452869207,-2.7345450705477,-0.473642045579151,2025/07/23 05:08:01 PM,2.5575547968671066,21.55172538757324,23.11492281303604
,5826.0,692.0,5841.0,1034.0,-88.0,1848.0,3526.0,2025-07-23 17:07:27,83.0,,-0.285194065413886,-2.7343701656757,-0.474833455941284,2025/07/23 05:08:11 PM,2.288884288722572,22.01027107238769,23.782826338082383
,5822.0,693.0,5834.0,1031.0,-84.0,1827.0,3512.0,2025-07-23 17:07:28,83.0,,-0.285100446985085,-2.73449101092387,-0.473474669036813,2025/07/23 05:08:21 PM,1.9872996732750021,23.239437103271484,21.71644880818597
,5820.0,692.0,5828.0,1029.0,-85.0,1824.0,3533.0,2025-07-23 17:07:29,83.0,,-0.284945612004066,-2.73435950822777,-0.473555844874465,2025/07/23 05:08:31 PM,1.6628631842951034,23.076923370361328,20.930735930735935
,5819.0,691.0,5828.0,1029.0,-85.0,1860.0,3530.0,2025-07-23 17:07:30,82.0,,-0.285145441303422,-2.73429848192735,-0.47361478629431,2025/07/23 05:08:41 PM,1.326257499083668,22.12389373779297,23.468674182959894
,5813.0,691.0,5825.0,1028.0,-78.0,1864.0,3538.0,2025-07-23 17:07:31,81.0,,-0.285076854219839,-2.73415272850181,-0.473240744399209,2025/07/23 05:08:51 PM,0.9881223232761489,21.613832473754883,22.242572242572255
,5813.0,693.0,5822.0,1027.0,-85.0,1846.0,3520.0,2025-07-23 17:07:32,81.0,,-0.284661553161045,-2.73417273562634,-0.473659178294556,2025/07/23 05:09:01 PM,0.6583976708498193,22.25519180297852,22.241296439409627
,5812.0,689.0,5817.0,1025.0,-79.0,1860.0,3512.0,2025-07-23 17:07:33,80.0,,-0.284485978501676,-2.73398939055871,-0.473483318056426,2025/07/23 05:09:11 PM,0.3457397102458602,22.66483497619629,21.866573454509172
,5808.0,690.0,5819.0,1026.0,-82.0,1863.0,3523.0,2025-07-23 17:07:34,78.0,,-0.28456264081939,-2.73375018653773,-0.473152777105182,2025/07/23 05:09:21 PM,0.05706543539601795,22.07505416870117,21.95696598148814
,5809.0,690.0,5813.0,1024.0,-78.0,1855.0,3512.0,2025-07-23 17:07:35,77.0,,-0.284438976063835,-2.73385504764151,-0.472704715773441,2025/07/23 05:09:31 PM,-0.2027347057716015,21.723388671875,21.871496747576053
,5806.0,690.0,5811.0,1022.0,-83.0,1851.0,3515.0,2025-07-23 17:07:36,77.0,,-0.284352150609603,-2.73375083871929,-0.472520149681505,2025/07/23 05:09:41 PM,-0.43089825035031193,22.01467704772949,21.44249512670564
,5805.0,688.0,5812.0,1022.0,-75.0,1886.0,3528.0,2025-07-23 17:07:37,76.0,,-0.284466167976505,-2.73375075839266,-0.472199775491053,2025/07/23 05:09:51 PM,-0.6267097530647685,21.52080345153809,21.38953152111047
,5802.0,687.0,5809.0,1022.0,-77.0,1871.0,3511.0,2025-07-23 17:07:38,73.0,,-0.284536544462156,-2.73382685923282,-0.471349104737621,,-0.7912598848266176,,
,5801.0,690.0,5809.0,1021.0,-82.0,1860.0,3531.0,2025-07-23 17:07:39,73.0,,-0.284305767967857,-2.73383863752778,-0.471763626065012,,-0.9270816701994309,,
,5799.0,690.0,5805.0,1020.0,-83.0,1855.0,3532.0,2025-07-23 17:07:40,73.0,,-0.284388189182746,-2.73343884365759,-0.472537124986471,,-1.0377103033309822,,
,5800.0,687.0,5804.0,1020.0,-75.0,1838.0,3527.0,2025-07-23 17:07:41,72.0,,-0.284210785884809,-2.73372007937556,-0.47186654341471,,-1.1272168608688151,,
,5798.0,687.0,5804.0,1018.0,-74.0,1863.0,3514.0,2025-07-23 17:07:42,72.0,,-0.284317684167777,-2.73348375285848,-0.471574455741775,,-1.1997648672617924,,
,5801.0,690.0,5805.0,1020.0,-82.0,1850.0,3521.0,2025-07-23 17:07:43,72.0,,-0.283961915260464,-2.73349893713196,-0.472213899927073,,-1.2592326437903256,,
,5801.0,688.0,5805.0,1020.0,-80.0,1854.0,3535.0,2025-07-23 17:07:44,72.0,,-0.28410554539861,-2.73347409075546,-0.471185481390046,,-1.308934369424995,,
,5798.0,689.0,5802.0,1019.0,-92.0,1849.0,3542.0,2025-07-23 17:07:45,72.0,,-0.284263064483975,-2.73346692271325,-0.471616130144976,,-1.3514595065734627,,
,5797.0,689.0,5800.0,1016.0,-85.0,1844.0,3547.0,2025-07-23 17:07:46,72.0,,-0.284020301346018,-2.73342865979158,-0.472190364380288,,-1.3886346523388233,,
,5798.0,690.0,5801.0,1018.0,-84.0,1853.0,3541.0,2025-07-23 17:07:47,72.0,,-0.284038842841688,-2.7334372423684,-0.471043806510376,,-1.421595513737957,,
,5798.0,691.0,5802.0,1020.0,-86.0,1838.0,3544.0,2025-07-23 17:07:48,72.0,,-0.284037493023097,-2.73317628649357,-0.471851355969089,,-1.4509418568427523,,
,5798.0,687.0,5801.0,1019.0,-91.0,1846.0,3518.0,2025-07-23 17:07:49,71.0,,-0.284005554279836,-2.73314834556923,-0.471335771933424,,-1.4769376295613312,,
,5794.0,687.0,5798.0,1017.0,-85.0,1841.0,3542.0,2025-07-23 17:07:50,71.0,,-0.284043134175475,-2.73314539650754,-0.470677228310235,,-1.4997142432205193,,
,5796.0,688.0,5801.0,1022.0,-86.0,1846.0,3533.0,2025-07-23 17:07:51,71.0,,-0.283951770957427,-2.73318115422251,-0.470665265723329,,-1.5194380410615138,,
,5798.0,690.0,5798.0,1018.0,-93.0,1839.0,3519.0,2025-07-23 17:07:52,71.0,,-0.283885653582651,-2.73322037306951,-0.470447912963078,,-1.536412292159211,,
,5799.0,687.0,5796.0,1019.0,-93.0,1845.0,3511.0,2025-07-23 17:07:53,70.0,,-0.283842853343723,-2.73312468159273,-0.47049376593771,,-1.5510973312288876,,
,5795.0,689.0,5799.0,1016.0,-89.0,1867.0,3512.0,2025-07-23 17:07:54,70.0,,-0.283844446394532,-2.73309315926668,-0.470079644400747,,-1.5640471038196875,,
,5797.0,684.0,5797.0,1018.0,-85.0,1861.0,3531.0,2025-07-23 17:07:55,70.0,,-0.283757368120297,-2.73312489770405,-0.470158932821149,,-1.5757741995801795,,
,5796.0,688.0,5797.0,1018.0,-76.0,1855.0,3546.0,2025-07-23 17:07:56,69.0,,-0.284306439476738,-2.73296088726769,-0.470546923831736,,-1.586566910029629,,
,5797.0,691.0,5797.0,1022.0,-84.0,1851.0,3556.0,2025-07-23 17:07:57,69.0,,-0.2842193397023,-2.73285326463545,-0.470705634641183,,-1.5962897963722458,,
,5796.0,687.0,5797.0,1017.0,-69.0,1849.0,3537.0,2025-07-23 17:07:58,69.0,,-0.284088717524858,-2.73301185919273,-0.470021398897788,,-1.6042028624706808,,
,5793.0,686.0,5795.0,1015.0,-80.0,1846.0,3524.0,2025-07-23 17:07:59,69.0,,-0.283794130985763,-2.7331316354801,-0.470285645631743,,-1.608833289608539,,
,5796.0,688.0,5797.0,1015.0,-86.0,1869.0,3538.0,2025-07-23 17:08:00,69.0,,-0.283941769411359,-2.73292174904679,-0.47089846427713,,-1.6079279424857065,,
,5797.0,687.0,5796.0,1018.0,-78.0,1864.0,3522.0,2025-07-23 17:08:01,70.0,,-0.283646464754802,-2.73290919298561,-0.470036973537179,,-1.5985051091834401,,
